,STATENAME,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,MAN_COLLNAME,HIT_RUN,TOW_VEH,GVWRNAME,V_CONFIGNAME,CARGO_BTNAME,HAZ_INV,ROLLOVERNAME,DEFORMEDNAME,VTRAFWAYNAME,VNUM_LANNAME,VSPD_LIMNAME,VALIGNNAME,VPROFILENAME,VSURCONDNAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,LGT_CONDNAME,WEATHERNAME,FATALS,DRUNK_DR,INJ_SEV,INJ_SEVNAME
22679,Georgia,130222,4,7,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Three lanes,70 MPH,Straight,Level,Wet,Interstate,Urban,Interstate,Dark - Not Lighted,Rain,1,0,0,No Apparent Injury (O)
22689,Georgia,130225,2,2,2,Front-to-Rear,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,2,Suspected Minor Injury (B)
22690,Georgia,130225,2,2,2,Front-to-Rear,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
22701,Georgia,130231,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Curve Right,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
22733,Georgia,130248,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Three lanes,45 MPH,Straight,"Grade, Unknown Slope",Dry,State Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
22773,Georgia,130260,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Hillcrest,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,2,0,2,Suspected Minor Injury (B)
22790,Georgia,130270,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,55 MPH,Straight,"Grade, Unknown Slope",Dry,State Highway,Urban,Minor Arterial,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
22797,Georgia,130274,1,2,3,Angle,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Hillcrest,Dry,State Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,0,No Apparent Injury (O)
22798,Georgia,130274,1,2,3,Angle,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Hillcrest,Dry,State Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,0,No Apparent Injury (O)
22799,Georgia,130274,1,2,3,Angle,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Other,1,No Rollover,Functional Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Hillcrest,Dry,State Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,0,No Apparent Injury (O)
22801,Georgia,130275,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Divided, Unprotected Median",Two lanes,55 MPH,Straight,Uphill,Dry,U.S. Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,0,0,No Apparent Injury (O)
22848,Georgia,130295,1,2,1,Angle,0,0,"26,001 lbs. or more",Truck Tractor (Bobtail),No Cargo Body Type,1,No Rollover,Minor Damage,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,No Statutory Limit/Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,County Road,Urban,Local,Daylight,Clear,1,0,0,No Apparent Injury (O)
22854,Georgia,130298,3,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
22872,Georgia,130306,1,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,"Grade, Unknown Slope",Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,1,2,Suspected Minor Injury (B)
22904,Georgia,130323,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,No Statutory Limit/Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,Non-Trafficway or Driveway Access,County Road,Urban,Minor Arterial,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
22921,Georgia,130335,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,35 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Principal Arterial - Other,Daylight,Clear,2,0,0,No Apparent Injury (O)
22930,Georgia,130339,2,2,2,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Garbage/Refuse,1,No Rollover,Functional Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
22931,Georgia,130339,2,2,2,Front-to-Rear,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Garbage/Refuse,1,No Rollover,Functional Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
22932,Georgia,130340,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Curve Left,"Grade, Unknown Slope",Dry,Interstate,Rural,Interstate,Dark - Not Lighted,Clear,1,0,4,Fatal Injury (K)
22976,Georgia,130366,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Five lanes,65 MPH,Straight,"Grade, Unknown Slope",Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
22981,Georgia,130371,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Uphill,Dry,State Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
23010,Georgia,130382,2,2,1,Front-to-Front,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
23019,Georgia,130384,2,2,1,Sideswipe - Opposite Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
23027,Georgia,130390,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Dry,State Highway,Rural,Minor Arterial,Daylight,Clear,1,0,4,Fatal Injury (K)
23042,Georgia,130396,3,3,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Five lanes,70 MPH,Curve Right,Level,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,0,0,No Apparent Injury (O)
23068,Georgia,130406,2,2,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,1,1,Possible Injury (C)
23069,Georgia,130406,2,2,2,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Daylight,Clear,1,1,1,Possible Injury (C)
23076,Georgia,130410,1,2,2,Angle,0,0,"26,001 lbs. or more",Truck Tractor (Bobtail),No Cargo Body Type,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Daylight,Clear,1,0,0,No Apparent Injury (O)
23077,Georgia,130410,1,2,2,Angle,0,0,"26,001 lbs. or more",Truck Tractor (Bobtail),No Cargo Body Type,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Daylight,Clear,1,0,4,Fatal Injury (K)
23078,Georgia,130410,2,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Daylight,Clear,1,0,3,Suspected Serious Injury (A)
23094,Georgia,130416,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Daylight,Clear,1,0,4,Fatal Injury (K)
23153,Georgia,130436,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Three lanes,55 MPH,Straight,Level,Wet,State Highway,Urban,Principal Arterial - Other,Daylight,Rain,4,0,1,Possible Injury (C)
23157,Georgia,130438,1,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Wet,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
23160,Georgia,130438,4,4,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Wet,Interstate,Rural,Interstate,Dark - Not Lighted,Cloudy,1,0,0,No Apparent Injury (O)
23223,Georgia,130465,2,4,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Uphill,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
23224,Georgia,130465,2,4,2,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,65 MPH,Straight,Uphill,Dry,U.S. Highway,Rural,Principal Arterial - Other,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
23230,Georgia,130467,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve Left,Level,Dry,U.S. Highway,Urban,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
23250,Georgia,130476,2,2,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Flatbed,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,65 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,2,Suspected Minor Injury (B)
23312,Georgia,130505,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,55 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dark - Not Lighted,Clear,1,1,0,No Apparent Injury (O)
23315,Georgia,130506,2,2,2,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
23316,Georgia,130506,2,2,2,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,70 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
23361,Georgia,130520,1,2,2,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,70 MPH,Curve Right,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,1,0,0,No Apparent Injury (O)
23362,Georgia,130520,1,2,2,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,70 MPH,Curve Right,Level,Dry,Interstate,Urban,Interstate,Dawn,Clear,1,0,0,No Apparent Injury (O)
23365,Georgia,130521,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,45 MPH,Straight,Level,Dry,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
23427,Georgia,130552,1,2,1,Angle,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Dump,1,No Rollover,Functional Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,"Grade, Unknown Slope",Dry,County Road,Rural,Major Collector,Daylight,Clear,1,0,0,No Apparent Injury (O)
23452,Georgia,130559,1,2,1,Other,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,No Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Major Collector,Daylight,Clear,1,0,0,No Apparent Injury (O)
23457,Georgia,130561,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Other,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Three lanes,65 MPH,Straight,"Grade, Unknown Slope",Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,4,Fatal Injury (K)
23466,Georgia,130564,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Log,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Level,Wet,State Highway,Rural,Minor Arterial,Daylight,Cloudy,1,1,0,No Apparent Injury (O)
23467,Georgia,130565,1,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,2,Suspected Minor Injury (B)
23468,Georgia,130565,2,2,2,Front-to-Rear,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,4,Fatal Injury (K)
23469,Georgia,130565,2,2,2,Front-to-Rear,0,0,"26,001 lbs. or more","Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided With a Continuous Left-Turn Lane",Five lanes,55 MPH,Straight,Level,Dry,State Highway,Rural,Principal Arterial - Other,Dark - Not Lighted,Cloudy,1,0,2,Suspected Minor Injury (B)
23490,Georgia,130571,4,4,1,Sideswipe - Same Direction,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Seven or more lanes,65 MPH,Straight,Uphill,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,1,0,No Apparent Injury (O)
23512,Georgia,130576,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way,  Divided, Positive  Median Barrier",Two lanes,50 MPH,Straight,Level,Dry,Local Street - Municipality,Urban,Minor Arterial,Daylight,Clear,1,0,0,No Apparent Injury (O)
23523,Georgia,130580,2,2,1,Front-to-Rear,0,0,"26,001 lbs. or more",Truck Tractor (Bobtail),No Cargo Body Type,1,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,45 MPH,Straight,"Grade, Unknown Slope",Dry,State Highway,Urban,Principal Arterial - Other,Dark - Lighted,Clear,1,1,1,Possible Injury (C)
23551,Georgia,130596,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Dry,State Highway,Rural,Minor Arterial,Dark - Not Lighted,Clear,1,0,4,Fatal Injury (K)
23564,Georgia,130599,2,2,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Functional Damage,"Two-Way, Divided, Unprotected Median",Two lanes,60 MPH,Straight,Level,Dry,Interstate,Rural,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
23585,Georgia,130601,2,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Minor Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Dark - Lighted,Clear,1,0,0,No Apparent Injury (O)
23603,Georgia,130608,2,2,3,Front-to-Front,0,0,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Other,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Dry,State Highway,Rural,Minor Arterial,Daylight,Cloudy,1,0,2,Suspected Minor Injury (B)
23604,Georgia,130608,2,2,3,Front-to-Front,0,0,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Other,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Dry,State Highway,Rural,Minor Arterial,Daylight,Cloudy,1,0,2,Suspected Minor Injury (B)
23605,Georgia,130608,2,2,3,Front-to-Front,0,0,"26,001 lbs. or more","Truck More Than 10,000 lbs, Cannot Classify",Other,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Straight,Downhill,Dry,State Highway,Rural,Minor Arterial,Daylight,Cloudy,1,0,2,Suspected Minor Injury (B)
23624,Georgia,130619,1,2,1,Angle,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,45 MPH,Straight,Level,Wet,U.S. Highway,Urban,Principal Arterial - Other,Daylight,Cloudy,1,0,0,No Apparent Injury (O)
23628,Georgia,130620,2,2,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,2,No Rollover,Functional Damage,"Two-Way,  Divided, Positive  Median Barrier",Four lanes,65 MPH,Straight,Level,Dry,Interstate,Urban,Interstate,Daylight,Clear,1,0,0,No Apparent Injury (O)
23675,Georgia,130625,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,0,"26,001 lbs. or more",Single-Unit Truck (3 or more axles),Van/Enclosed Box,1,"Rollover, Tripped by Object/Vehicle",Disabling Damage,"Two-Way, Not Divided",Two lanes,55 MPH,Curve Right,Level,Dry,County Road,Urban,Local,Daylight,Clear,1,0,4,Fatal Injury (K)
23680,Georgia,130630,1,1,1,Not a Collision with Motor Vehicle In-Transport,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Not Divided",Two lanes,35 MPH,Straight,Level,Dry,County Road,Rural,Minor Collector,Daylight,Clear,1,0,4,Fatal Injury (K)
23707,Georgia,130643,1,8,1,Front-to-Rear,0,1,"26,001 lbs. or more",Truck Tractor/Semi-Trailer,Van/Enclosed Box,1,No Rollover,Disabling Damage,"Two-Way, Divided, Unprotected Median",Two lanes,55 MPH,Straight,Level,Dry,State Highway,Urban,Principal Arterial - Other,Daylight,Clear,1,0,0,No Apparent Injury (O)
